name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,loop_sp,storage_capacity,installed_cost_us_dollars_per_kw,installed_cost_us_dollars_per_kwh,comfort_result_time_setpoint_not_met_during_occupied_hours,size_kw,year_one_energy_cost_us_dollars,comfort_result_hours_out_of_comfort_bounds_PMV,year_one_bill_us_dollars,electricity_produced_kwh,water_qbft,size_kwh,natural_gas_kwh,electricity_kwh,comfort_result_time_setpoint_not_met_during_occupied_cooling,comfort_result_time_setpoint_not_met_during_occupied_heating
API Generated 2021-06-09 02:29:27 +0000,d369771e-54f0-4d5b-8e9b-f6d80aa9aba7,2021-06-09T03:01:05.273Z,2021-06-09T03:16:12.575Z,completed,completed normal,20.05556406,0.655076872,48.8460151,852.7799017,454.482022,217.5011154,2109,1604.562319,1766592.04,1337,2655497.84,20451772.5,127543.55,13109.48144,26192388.89,20451772.22,1343,766
API Generated 2021-06-09 05:32:13 +0000,8ad139c5-02d2-4ad6-9041-f30126c24c43,2021-06-09T06:18:45.394Z,2021-06-09T06:32:52.747Z,completed,completed normal,25.81550585,0.768498352,40.58378953,4032.069317,719.2346107,227.7682803,2100,1283.042679,1725988.25,1340,2628605.68,19746021.94,122026.46,10449.93638,26241497.22,19746022.22,1332,768
API Generated 2021-06-09 10:09:01 +0000,ee0aa18d-df80-4b3a-a62a-b62afa58c497,2021-06-09T10:54:43.048Z,2021-06-09T11:09:29.351Z,completed,completed normal,20.02319269,0.89928492,49.39446824,6970.619358,1646.677268,801.8928972,2111,409.5716309,2003358.86,1340,3299739.34,20444358.89,127456.03,1221.150547,26198969.44,20444358.33,1344,767
API Generated 2021-06-09 02:29:27 +0000,62f16319-d8df-4778-9498-2ab67632e5d5,2021-06-09T02:45:45.671Z,2021-06-09T03:00:13.063Z,completed,completed normal,25.32209164,0.631413892,40.25182458,5503.849416,1455.016497,222.3778155,2081,1141.496614,1753386.06,1336,2685479.29,19701346.67,121450.61,9798.584077,26252836.11,19701347.22,1316,765
API Generated 2021-06-09 00:58:20 +0000,50da1e77-8986-49fe-819b-4a837181e0ee,2021-06-09T01:14:35.859Z,2021-06-09T01:29:05.914Z,completed,completed normal,25.93540707,0.257920479,41.52940848,7425.915586,635.471195,229.5907344,2123,1512.019925,1765137.93,1404,2666166.85,19643469.17,120421.14,11369.44871,26231227.78,19643466.67,1358,765
API Generated 2021-06-09 02:45:17 +0000,521012d7-4678-4ea3-b33b-a73cd1b17487,2021-06-09T03:30:24.041Z,2021-06-09T03:44:54.310Z,completed,completed normal,29.29130977,0.279392689,44.02245803,1627.567893,1414.504194,832.1310565,2257,503.8804258,1947149.47,1511,3244195.19,19937023.89,122529.83,1757.801871,26217486.11,19937022.22,1492,765
API Generated 2021-06-09 10:09:01 +0000,d379befa-2871-42fc-a6ef-b9a289661ee9,2021-06-09T10:25:39.632Z,2021-06-09T10:40:57.109Z,completed,completed normal,20.60057051,0.172192995,48.38033764,544.1169727,1481.785997,235.2625243,2130,1163.803555,1761576.39,1339,2717159.62,20450840.56,127401.74,9967.080139,26180333.33,20450838.89,1367,763
API Generated 2021-06-09 10:09:01 +0000,74a9ffe6-00d0-47e0-83d7-6a2981e491ea,2021-06-09T10:40:16.240Z,2021-06-09T10:54:42.907Z,completed,completed normal,25.88974856,0.161705378,41.13113249,6645.151532,1667.008849,241.2162764,2194,1138.643645,1854062,1499,2862584.62,19692813.61,120504.84,9307.707787,26248475,19692813.89,1431,763
API Generated 2021-06-09 08:52:42 +0000,841f1bd0-84bc-463b-8dd0-44bcf3dfbc14,2021-06-09T09:37:56.533Z,2021-06-09T09:52:50.884Z,completed,completed normal,24.83686376,0.907423377,48.79968174,7724.216138,1358.58054,204.1681777,2158,1173.659018,1776810.67,1336,2731066.76,20361862.5,126405.38,10438.37018,26188297.22,20361861.11,1395,763
API Generated 2021-06-09 10:09:01 +0000,9b6c5ffc-eb32-4ebd-91a7-a37e5fc012b7,2021-06-09T10:41:26.371Z,2021-06-09T10:56:04.219Z,completed,completed normal,23.96507601,0.662031831,47.44396333,3907.901056,1517.678872,297.2609941,2107,1128.243356,1761249.13,1337,2729815.05,20401980.56,126640.57,9209.28663,26192050,20401980.56,1341,766
API Generated 2021-06-09 11:56:48 +0000,842028b8-a1e5-4424-9ecc-1811bef434a2,2021-06-09T12:41:48.069Z,2021-06-09T12:57:15.379Z,completed,completed normal,24.7185492,0.706146283,49.03212639,3908.622668,1393.072712,210.8046629,2142,1194.475355,1742110.16,1338,2686846.66,20348319.17,126308.97,10385.34419,26192458.33,20348316.67,1377,765
API Generated 2021-06-09 02:29:27 +0000,4b6b7423-68b0-4316-91b9-df43742ac8c4,2021-06-09T02:45:06.901Z,2021-06-09T03:00:55.675Z,completed,completed normal,20.86884421,0.869313633,49.46409006,686.5653956,604.9185623,526.7638127,2169,1221.920909,1698477.96,1341,2673912.24,20433775,127306.87,6816.97352,26193475,20433775,1405,764
API Generated 2021-06-09 13:12:46 +0000,6c46aaf5-0d7a-4e09-961b-f66dd9ef9711,2021-06-09T13:58:21.098Z,2021-06-09T14:12:59.815Z,completed,completed normal,23.35403495,0.768296541,49.29345432,524.6966509,488.59645,837.2155751,2132,760.367446,1910287.7,1342,3095814.35,20392523.06,126931.14,2731.661419,26193297.22,20392525,1369,763
API Generated 2021-06-09 02:29:27 +0000,1ff00f96-e8a4-45f9-89fa-cf903424159c,2021-06-09T02:45:47.305Z,2021-06-09T03:01:05.136Z,completed,completed normal,22.59670798,0.67235683,40.21820306,4121.352698,1450.569402,239.0489749,2080,1143.479782,1747839.65,1338,2695132.86,19821425.56,122741.75,9361.363728,26254138.89,19821425,1315,765
API Generated 2021-06-08 23:19:42 +0000,aed3e7f5-5cd0-41ab-acf4-da5f86d7d332,2021-06-08T23:19:44.857Z,2021-06-08T23:38:08.573Z,completed,completed normal,27.6467156,0.182615733,41.84166286,6193.368979,1193.914347,664.279052,2208,726.9365356,1864606.87,1495,3028005.01,19705773.33,120157.29,3664.874657,26236613.89,19705772.22,1441,767
API Generated 2021-06-09 05:32:13 +0000,a53ac650-a22c-404c-8839-1cbbf34fffde,2021-06-09T06:17:39.895Z,2021-06-09T06:31:57.272Z,completed,completed normal,21.51398254,0.374871692,40.4555769,4859.444872,944.8708978,256.938825,2087,1227.083992,1765779.22,1347,2712247.49,19816311.67,122510.4,9874.048398,26251663.89,19816311.11,1323,764
API Generated 2021-06-09 07:36:28 +0000,3f4bfc37-1eae-4a52-ac86-4086152b7004,2021-06-09T08:21:34.581Z,2021-06-09T08:36:23.320Z,completed,completed normal,20.13088757,0.966837036,48.8720376,643.0559483,428.8520754,210.623234,2133,1676.602502,1764453.72,1339,2645916.7,20455251.67,127557.22,13571.66324,26198169.44,20455250,1369,764
API Generated 2021-06-09 04:00:55 +0000,5347bb80-acae-4c37-80db-e2c261a12bd2,2021-06-09T04:00:55.787Z,2021-06-09T04:16:22.930Z,completed,completed normal,21.39092983,0.812711797,40.17300555,3237.698142,1061.229081,267.1123541,2057,1218.158252,1757885.52,1337,2706378.51,19922013.89,123773.23,9864.613179,26247680.56,19922011.11,1293,764
API Generated 2021-06-09 08:36:33 +0000,39e08f09-af96-4318-b33c-5e1911be9bd1,2021-06-09T08:52:58.060Z,2021-06-09T09:08:14.110Z,completed,completed normal,23.68363112,0.34634966,40.3885223,4573.565709,1453.036383,266.3688583,2104,1172.826089,1757313.67,1366,2722791.17,19791647.78,122165.71,9391.412697,26245122.22,19791647.22,1338,766
API Generated 2021-06-08 23:53:46 +0000,50c6df20-161b-4195-ba38-3216f4de16d6,2021-06-09T00:39:09.080Z,2021-06-09T00:53:44.544Z,completed,completed normal,27.74953066,0.952255677,40.46051066,3317.196508,1246.850518,234.6419805,2089,1193.704735,1731263.3,1341,2661595.71,19725278.33,121898.17,9415.421875,26258797.22,19725277.78,1323,766
API Generated 2021-06-09 02:29:27 +0000,f7b513cb-8221-4e18-9491-a6424e20b0ff,2021-06-09T02:29:32.475Z,2021-06-09T02:45:06.712Z,completed,completed normal,28.15442441,0.838437454,40.27050952,3672.302617,1617.410379,793.5296805,2102,432.7999006,1915197.16,1339,3155080.67,19711239.17,121666.7,1553.223979,26253938.89,19711238.89,1337,765
API Generated 2021-06-09 00:58:20 +0000,abbb327c-ef3d-4471-ba4c-84b2b22e9690,2021-06-09T01:28:41.778Z,2021-06-09T01:42:56.758Z,completed,completed normal,29.02190614,0.547321651,42.63817339,7063.11401,1036.26675,801.5736483,2097,549.7122441,1899132.24,1335,3061204.93,19706777.22,120405.95,2516.78028,26233947.22,19706775,1333,764
API Generated 2021-06-09 01:29:13 +0000,6c0f1fa3-1845-465f-b256-9af24a0ea938,2021-06-09T02:13:48.978Z,2021-06-09T02:28:51.329Z,completed,completed normal,29.12595849,0.65224962,49.67622308,6248.31985,875.7748586,834.5452701,2154,571.157308,1925182.02,1341,3156179.79,20203260.83,124725.96,2065.565014,26198225,20203258.33,1389,765
API Generated 2021-06-08 23:19:42 +0000,0428a559-39d2-4680-a9f8-e270a85a10e7,2021-06-08T23:19:43.963Z,2021-06-08T23:37:58.202Z,completed,completed normal,20.21845008,0.193586107,43.13517315,7405.868054,1106.749905,512.9846093,2176,1052.25035,1818680.71,1433,2859855.64,19795095.83,121709.68,6553.47217,26222911.11,19795094.44,1413,763
API Generated 2021-06-08 23:19:42 +0000,f60ce018-3960-4657-9206-ab37a8052292,2021-06-08T23:53:40.331Z,2021-06-09T00:14:56.174Z,completed,completed normal,20.8026559,0.849088797,48.75924354,888.1442876,552.0272929,385.7698705,2109,1420.263441,1684146.91,1336,2598498.76,20445077.22,127434.05,9241.40124,26192483.33,20445075,1345,764
API Generated 2021-06-08 21:41:53 +0000,60e5642f-76b9-4749-90f1-c54b5e498455,2021-06-08T22:11:55.953Z,2021-06-08T22:26:27.963Z,completed,completed normal,21.33789454,0.336318154,43.42246121,5232.197054,417.9292143,335.2534554,2124,1297.602308,1763911.73,1364,2705494.51,19813409.72,122432.26,9658.457259,26226975,19813408.33,1358,766
API Generated 2021-06-08 23:19:42 +0000,5a29dc78-800a-420d-9728-a6e02c27353d,2021-06-09T00:08:47.191Z,2021-06-09T00:24:30.119Z,completed,completed normal,20.98575561,0.626263595,49.8204137,874.0102436,428.1868774,347.6875703,2156,1436.275384,1745564.34,1337,2670202.16,20433259.17,127271.76,10148.82004,26191319.44,20433258.33,1392,764
API Generated 2021-06-09 07:21:20 +0000,4866f101-550a-44f3-bbba-44a3821e7dbf,2021-06-09T08:06:18.396Z,2021-06-09T08:21:34.439Z,completed,completed normal,29.30200296,0.973979202,48.58599758,983.3476686,450.8529352,502.2543001,2128,1250.867158,1701400.62,1342,2678767.29,20209117.22,124686.74,7130.063167,26196594.44,20209116.67,1365,763
API Generated 2021-06-09 04:00:55 +0000,5c7ab0aa-bb7a-47c0-a873-af972566488d,2021-06-09T04:46:01.499Z,2021-06-09T05:00:20.653Z,completed,completed normal,25.5993381,0.166685825,40.28450973,6050.022083,424.7042409,208.6088388,2194,1525.802602,1774140.45,1523,2690976.54,19741417.5,120811.16,11647.67415,26245697.22,19741416.67,1431,763
API Generated 2021-06-09 07:36:33 +0000,2d467fc4-b3e9-4be6-b073-e3efe22605de,2021-06-09T08:21:44.467Z,2021-06-09T08:36:12.218Z,completed,completed normal,20.02381854,0.902740052,48.13966801,7065.091904,1599.544811,826.8363094,2084,390.0645385,2002820.24,1341,3312747.28,20459552.78,127527.84,1142.989032,26193525,20459550,1321,763
API Generated 2021-06-08 21:41:52 +0000,53a6fbed-40db-4431-b8ce-ca2b330704a3,2021-06-08T21:41:54.349Z,2021-06-08T21:57:43.349Z,completed,completed normal,20.38331492,0.921837006,41.26472501,2792.692215,1137.914559,403.8111922,2099,981.2033949,1796259.28,1338,2809430.73,19958750.83,124167.54,7572.719122,26241922.22,19958750,1335,764
API Generated 2021-06-09 05:32:13 +0000,0d06d078-5feb-4527-b7dc-371e44652bb7,2021-06-09T06:04:04.594Z,2021-06-09T06:18:21.938Z,completed,completed normal,26.12153078,0.563198249,43.03756025,7467.982104,1144.604084,780.3381102,2102,596.2793237,1884607.53,1339,3053738.98,19610306.67,120488.83,2794.337734,26231022.22,19610305.56,1337,765
API Generated 2021-06-09 04:17:00 +0000,ecbfc079-2013-4f66-b5bb-f162b59f3a5a,2021-06-09T05:01:36.766Z,2021-06-09T05:16:11.846Z,completed,completed normal,20.83658932,0.601522807,47.76745336,828.8658102,694.0093976,304.523981,2109,1496.621006,1685996.25,1336,2582595.1,20454995.56,127371.79,10285.78584,26191488.89,20454997.22,1346,763
API Generated 2021-06-09 04:00:55 +0000,b90cc2e8-aeba-4232-8b0c-c061f3c2b6bb,2021-06-09T04:16:48.098Z,2021-06-09T04:31:10.828Z,completed,completed normal,23.09125378,0.675994878,46.42304046,3975.366748,1560.750955,306.8477344,2087,1012.510755,1755519.87,1335,2732697.43,20049551.67,125136.5,7486.903974,26206311.11,20049552.78,1325,762
API Generated 2021-06-09 11:40:43 +0000,99478c90-faf5-4133-a37b-80344206f806,2021-06-09T12:26:42.473Z,2021-06-09T12:42:19.446Z,completed,completed normal,25.14946575,0.808216911,49.46841686,7214.188524,1549.802827,825.89723,2124,389.3160986,1989705.24,1343,3288337.2,20334852.78,126207.82,1163.836552,26202161.11,20334852.78,1360,764
API Generated 2021-06-09 01:28:33 +0000,de44c54b-0751-4972-b2d6-15cfb6ac732c,2021-06-09T02:13:12.373Z,2021-06-09T02:28:00.872Z,completed,completed normal,25.46097561,0.572278303,49.51568275,7155.90595,728.8405247,229.7323851,2154,1481.305548,1743381.22,1343,2641529.42,20325021.67,126178.43,12167.74902,26201100,20325022.22,1389,765
API Generated 2021-06-09 04:00:55 +0000,066af325-863b-46a8-9088-46636ad15ee5,2021-06-09T04:17:30.561Z,2021-06-09T04:32:29.096Z,completed,completed normal,20.02496641,0.16021401,47.89483817,895.3028675,1313.452017,309.5437976,2114,1189.808361,1703978.16,1343,2648710.18,20459434.17,127512.59,9211.511698,26185758.33,20459433.33,1353,761
API Generated 2021-06-08 23:19:42 +0000,9b078293-af19-4b04-883a-f24f808258bb,2021-06-08T23:37:51.386Z,2021-06-08T23:53:32.566Z,completed,completed normal,21.24895914,0.234580696,49.76315667,993.7471019,618.5079024,529.5504868,2132,1203.465764,1701876.62,1341,2684164.72,20424390.83,127251.04,6613.051025,26204444.44,20424391.67,1368,764
API Generated 2021-06-08 21:41:53 +0000,bf4b9cd4-3032-4710-87c8-570810680440,2021-06-08T22:26:28.098Z,2021-06-08T22:46:55.099Z,completed,completed normal,28.36240931,0.108448465,47.42235882,2732.626349,1673.025153,683.0523371,2120,423.7392917,1957633.59,1345,3223751.52,20246243.06,124853.38,1639.557187,26195480.56,20246241.67,1352,768
API Generated 2021-06-09 11:57:08 +0000,f2bc0a43-7010-4dfc-a423-e3b6fa4e657e,2021-06-09T12:42:35.837Z,2021-06-09T12:57:29.325Z,completed,completed normal,20.63605097,0.134949108,46.98554369,529.3619775,1523.654788,206.9533611,2536,1235.039567,1856359.2,2015,2873422.96,20547495.56,124977.9,9980.406327,26194927.78,20547494.44,1771,765
API Generated 2021-06-09 07:04:45 +0000,c3f4fa3f-cb4a-4ba5-8e71-f248236b782f,2021-06-09T07:04:46.305Z,2021-06-09T07:21:09.223Z,completed,completed normal,21.8602266,0.465112901,47.78040005,7403.787634,1263.664717,222.3016923,2124,1201.015223,1753080.34,1341,2698935.81,20447696.11,127173.39,10474.387,26182211.11,20447694.44,1360,764
API Generated 2021-06-09 08:36:33 +0000,80b198c1-c624-44f8-9ff8-e3d20b96e642,2021-06-09T09:08:35.599Z,2021-06-09T09:23:37.278Z,completed,completed normal,29.9433974,0.301584647,48.88802643,589.6737951,1398.805841,207.7470293,2133,1183.707107,1789229.01,1342,2752565.81,20171915.28,124375.24,10556.64574,26198258.33,20171913.89,1370,763
API Generated 2021-06-09 13:12:46 +0000,5d561e37-b82c-42a1-90e2-d245c10ec812,2021-06-09T14:11:56.367Z,2021-06-09T14:26:03.112Z,completed,completed normal,22.81450905,0.729469677,40.26938236,5809.979937,1583.45052,299.5248444,2080,959.502062,1831098.26,1336,2830184.66,19752516.11,121984.44,7699.122878,26248416.67,19752513.89,1316,764
API Generated 2021-06-08 23:53:51 +0000,d8def2b0-2279-4952-996e-e9c4fd13749e,2021-06-09T00:44:04.929Z,2021-06-09T00:58:08.406Z,completed,completed normal,20.81626732,0.406047599,49.61023776,4557.198044,441.2952672,525.7031812,2129,1267.576021,1704802.42,1342,2670518.57,20444798.89,127358.99,7268.975971,26186938.89,20444797.22,1364,765
API Generated 2021-06-09 11:40:43 +0000,71ac6daf-7b56-451f-aa6d-59ae32bbdde9,2021-06-09T12:11:41.194Z,2021-06-09T12:26:09.715Z,completed,completed normal,25.95729211,0.420441541,40.60613655,4357.89546,512.278877,215.3051169,2108,1379.67367,1713840.02,1338,2596011.29,19735041.94,121801.62,11135.1447,26247080.56,19735044.44,1344,764
API Generated 2021-06-09 06:04:06 +0000,73f42125-d9ea-400a-8899-45aee9db2c7f,2021-06-09T06:48:36.829Z,2021-06-09T07:03:11.127Z,completed,completed normal,20.60057051,0.140472164,46.24081101,537.4632577,1472.520038,221.9608024,2586,1225.731279,1824463.39,2019,2835207.87,20273663.06,123990.63,9807.045539,26199269.44,20273663.89,1823,763
API Generated 2021-06-09 12:11:51 +0000,af7ceead-5a45-4506-b209-ae2a929c844d,2021-06-09T12:56:41.172Z,2021-06-09T13:11:20.840Z,completed,completed normal,29.9460237,0.444670275,48.80939466,4879.773163,417.9394375,204.0954581,2117,1793.469929,1746768.1,1336,2613378.59,20181353.06,124414.85,14603.86995,26183111.11,20181352.78,1354,763
API Generated 2021-06-09 12:12:06 +0000,1fb7d214-bbbd-4535-a121-b5ca8022ae78,2021-06-09T12:56:56.695Z,2021-06-09T13:11:23.835Z,completed,completed normal,27.41273605,0.208412193,42.09541544,4346.233372,519.0182386,212.4778026,2210,1435.540606,1719580.22,1534,2630188.46,19809594.17,121172.77,11348.14686,26228177.78,19809591.67,1441,769
API Generated 2021-06-08 21:41:52 +0000,35c868ec-9cf3-4ce0-8004-9d5b7e2985a9,2021-06-08T21:41:55.280Z,2021-06-08T21:58:08.796Z,completed,completed normal,28.91949293,0.841496674,45.66327116,6067.467014,1077.887895,716.697334,2103,560.7516659,1887437.02,1338,3028759.43,19861961.11,122349.82,2499.279106,26199163.89,19861961.11,1338,765
API Generated 2021-06-09 08:36:33 +0000,b34a0079-4d40-47d5-a3df-77269dba72b6,2021-06-09T08:36:35.885Z,2021-06-09T08:52:51.060Z,completed,completed normal,21.77866697,0.932926537,48.57311174,7498.530741,1261.678941,218.0740044,2149,1305.379214,1749485.36,1345,2681043,20435749.72,127313.42,10922.58046,26191144.44,20435747.22,1386,763
API Generated 2021-06-09 07:04:45 +0000,1fb83fb4-aaba-429b-94a2-8f431ae2538a,2021-06-09T07:04:46.308Z,2021-06-09T07:21:20.665Z,completed,completed normal,26.39723132,0.777207324,48.48853983,6545.465907,1672.318312,837.2155751,2116,344.9270535,1994930.23,1337,3303809.04,20296535,125673.15,1007.809522,26186061.11,20296536.11,1350,766
API Generated 2021-06-09 08:36:33 +0000,71c501c2-e662-4b76-8cdd-cc2490595326,2021-06-09T09:23:16.770Z,2021-06-09T09:38:22.266Z,completed,completed normal,20.02350151,0.875470512,48.75657111,6836.095625,1535.773648,810.7270708,2125,420.3461098,1992410.01,1341,3289639.45,20449409.44,127511.94,1317.607344,26200191.67,20449411.11,1361,764
API Generated 2021-06-09 00:58:20 +0000,5fa748f9-dc17-45eb-853e-c0c54c3ecafb,2021-06-09T01:15:26.619Z,2021-06-09T01:30:30.220Z,completed,completed normal,20.72490262,0.230908545,48.76610277,4070.755974,512.6344993,377.1621668,2138,1419.211703,1692212.45,1339,2610596.62,20449027.5,127465.67,9252.573901,26185422.22,20449025,1373,765
API Generated 2021-06-09 02:29:27 +0000,b90885ee-f8a9-4c75-a73c-29a8c0335ee9,2021-06-09T03:16:25.854Z,2021-06-09T03:31:25.121Z,completed,completed normal,21.06366467,0.291024199,41.65602463,872.3501878,539.686683,432.0521077,2208,1294.59707,1713657.69,1517,2699341.89,20178337.22,125427.09,8330.198536,26237025,20178336.11,1443,765
API Generated 2021-06-08 21:41:52 +0000,8bc66959-8674-4215-aa77-94b4b812cb4c,2021-06-08T21:41:55.769Z,2021-06-08T21:58:19.715Z,completed,completed normal,23.27690341,0.250663633,44.41928349,7632.59834,1154.659159,827.3499953,2110,679.0557142,1896956.35,1386,3083250.25,19739920,121458.43,2988.614439,26224444.44,19739919.44,1345,765
API Generated 2021-06-09 06:03:10 +0000,89425371-cd71-4a19-8925-fe322d6e0eb5,2021-06-09T06:47:29.899Z,2021-06-09T07:02:03.467Z,completed,completed normal,20.03400381,0.142485763,46.16388161,913.1367406,1495.396168,278.1425277,2509,1271.060193,1789290.31,1970,2797602.92,20215802.22,124048.71,9304.113994,26198000,20215800,1743,766
API Generated 2021-06-09 11:40:43 +0000,bf245d57-3ade-4955-8c89-aac7a571a09f,2021-06-09T11:56:56.792Z,2021-06-09T12:12:39.354Z,completed,completed normal,29.90182591,0.776208081,49.07447556,6526.245665,419.2864037,820.5342614,2141,732.8980085,1924716.06,1343,3123517.93,20171800.56,124399.06,2527.247243,26192713.89,20171802.78,1376,765
API Generated 2021-06-09 07:04:46 +0000,ddd3bab2-78bf-4dbf-b15c-da8676d05127,2021-06-09T07:36:19.876Z,2021-06-09T07:51:43.561Z,completed,completed normal,20.02382126,0.854766588,48.68728514,7595.163339,1475.549328,811.1364503,2113,456.9231635,1976850.11,1340,3260349.2,20458312.78,127555.33,1501.329687,26205416.67,20458311.11,1348,765
API Generated 2021-06-08 21:41:53 +0000,2320b04c-ffc8-4a50-baf6-9a68195ce195,2021-06-08T22:13:07.133Z,2021-06-08T22:28:11.667Z,completed,completed normal,23.87401043,0.655554552,46.17234398,1094.736914,784.0555612,619.7070344,2082,901.1750409,1788863.24,1337,2862515.46,19987941.11,125033.35,4749.934018,26202708.33,19987938.89,1319,763
API Generated 2021-06-09 10:09:01 +0000,22f065ff-8eb7-4d01-b5e0-3765ca516bad,2021-06-09T10:55:49.647Z,2021-06-09T11:10:33.652Z,completed,completed normal,26.49457933,0.993410912,42.73110315,7284.060425,1506.371893,834.3037614,2091,473.1090967,1890761.74,1342,3091373.73,19605330.28,120415.1,1820.9941,26227691.67,19605327.78,1328,763
API Generated 2021-06-09 10:09:01 +0000,286717b3-91ff-4343-887a-6508b8a90e2f,2021-06-09T10:25:42.289Z,2021-06-09T10:40:43.152Z,completed,completed normal,24.23186307,0.11929857,42.724298,7340.398156,418.2780004,833.8020974,2185,776.20383,1875998.85,1510,3023266.74,19687631.11,120635.18,3390.455693,26230036.11,19687630.56,1420,765
API Generated 2021-06-09 10:09:00 +0000,a3fe8de6-1eda-4c35-b1da-1c221a57cd73,2021-06-09T10:09:02.303Z,2021-06-09T10:25:39.123Z,completed,completed normal,29.50605284,0.909148229,49.23993144,3208.036204,1657.204114,837.2155751,2113,361.1528838,1985365.73,1337,3282025.53,20192955,124561.84,1018.926767,26201958.33,20192952.78,1350,763
API Generated 2021-06-09 10:09:01 +0000,029b14b4-ff5f-4183-8488-c81a221f0fb8,2021-06-09T10:52:56.271Z,2021-06-09T11:07:04.161Z,completed,completed normal,21.85796467,0.777838222,40.32365541,4451.748097,1532.76425,302.3176165,2074,1047.928394,1762119.06,1336,2741375.68,19825408.89,122776.97,8052.282346,26246041.67,19825408.33,1310,764
API Generated 2021-06-09 08:36:32 +0000,9b416c91-0ff3-4115-ad3a-6b2768bea9e6,2021-06-09T08:36:33.215Z,2021-06-09T08:53:12.418Z,completed,completed normal,20.02297893,0.902740052,49.78858743,7065.091904,1599.544811,824.407726,2134,407.8086905,1995135.9,1340,3291435.28,20436765.83,127498.27,1225.909257,26193763.89,20436763.89,1368,766
API Generated 2021-06-09 01:14:29 +0000,9c49abd1-343f-4841-b1e7-b201a2451d08,2021-06-09T01:58:48.837Z,2021-06-09T02:13:48.806Z,completed,completed normal,21.81782136,0.114498733,41.9710335,1428.726694,506.6478365,227.5481977,2511,1555.092805,1776561.89,2020,2700180.42,20160674.44,122904.29,12266.2378,26235622.22,20160672.22,1746,765
API Generated 2021-06-09 05:32:13 +0000,60f940d7-60b4-44bb-bdb1-73a25ab706cd,2021-06-09T06:32:52.878Z,2021-06-09T06:47:20.351Z,completed,completed normal,23.87212104,0.123236022,41.59263585,5155.473269,441.4526502,223.0404946,2271,1455.45819,1768167.46,1635,2679794.52,19794092.78,121134.99,11587.87939,26230758.33,19794091.67,1506,765
API Generated 2021-06-09 01:15:20 +0000,174e4f19-2ef7-4d23-b273-437e5c2dcd1e,2021-06-09T01:59:34.008Z,2021-06-09T02:13:50.626Z,completed,completed normal,26.06389118,0.232213118,41.30598875,6690.888044,790.6789558,253.649381,2142,1437.407989,1804466.56,1429,2731223.9,19683683.61,120622.63,11249.89286,26242925,19683683.33,1380,762
API Generated 2021-06-09 02:29:27 +0000,b41dcc3b-beee-415b-b249-459f4cc3da00,2021-06-09T02:45:56.201Z,2021-06-09T03:01:02.019Z,completed,completed normal,25.61404867,0.168401676,42.82886352,6098.779521,419.5670361,265.1153883,2180,1445.829494,1783649.9,1521,2712482.14,19726857.5,120873.84,11133.70897,26242941.67,19726855.56,1419,761
API Generated 2021-06-09 10:09:01 +0000,f481cb98-a794-4ddc-acee-2edae5ae7eee,2021-06-09T10:55:33.691Z,2021-06-09T11:10:13.725Z,completed,completed normal,25.46026809,0.683343987,48.56070586,6704.40329,1671.594882,837.2155751,2131,378.7169117,1995015.37,1340,3310791.12,20331318.06,126269.98,1063.722643,26200983.33,20331316.67,1367,764
API Generated 2021-06-09 02:45:37 +0000,1de2492d-fa7a-4b16-a87d-1142b3f130ca,2021-06-09T03:31:07.267Z,2021-06-09T03:45:57.742Z,completed,completed normal,29.12079119,0.464888495,48.04332272,2194.20263,1031.237628,655.0309016,2125,644.0399619,1888342.4,1341,3077850.63,20214183.33,124594.91,2877.539089,26176330.56,20214186.11,1360,765
API Generated 2021-06-09 10:25:15 +0000,854d954e-05bd-40b3-9ea9-4d2db97744df,2021-06-09T11:10:38.570Z,2021-06-09T11:25:30.907Z,completed,completed normal,28.06617728,0.616991687,47.56331208,5013.620357,1536.604929,309.4453309,2108,1131.024919,1747854.56,1341,2723171.67,20253956.94,124932.83,9060.524032,26187072.22,20253955.56,1344,764
API Generated 2021-06-09 08:36:33 +0000,b07cfa4a-8a45-493d-b543-377936dc19b1,2021-06-09T09:07:56.019Z,2021-06-09T09:22:25.547Z,completed,completed normal,25.25279468,0.879981745,41.23466667,583.3888228,1645.801789,250.1208275,2103,1120.920768,1780559.4,1341,2758705.68,20039655.28,124853.08,9547.391752,26226566.67,20039652.78,1338,765
API Generated 2021-06-09 00:58:20 +0000,66d3dd79-5bc9-4d20-8d9c-46cbf9c82f2f,2021-06-09T01:15:20.400Z,2021-06-09T01:30:46.403Z,completed,completed normal,20.49235562,0.335434206,46.82365162,532.5753925,553.1993977,745.4534441,2150,815.9798527,1874256.25,1437,3041780.52,20255033.06,126173.16,3817.098264,26197691.67,20255030.56,1388,762
API Generated 2021-06-09 00:58:20 +0000,9ace827b-de79-4690-8a75-38bcf9fd24dc,2021-06-09T01:29:14.231Z,2021-06-09T01:43:47.421Z,completed,completed normal,27.23099331,0.728741609,47.46660381,924.2402011,894.28898,733.4896892,2103,596.2900942,1912033.01,1339,3116141.09,20284386.39,125386.83,2518.372575,26186905.56,20284388.89,1339,764
