name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,loop_sp,storage_capacity,installed_cost_us_dollars_per_kw,installed_cost_us_dollars_per_kwh,electricity_kwh,not_met_during_occupied_heating,year_one_energy_cost_us_dollars,size_kw,not_met_during_occupied_hours,natural_gas_kwh,not_met_during_occupied_cooling,size_kwh,year_one_bill_us_dollars,PMV,year_one_demand_cost_us_dollars,water_qbft
API Generated 2021-06-10 19:10:03 +0000,e7852b79-99dd-447d-8f25-0f2b2450b828,2021-06-10T19:40:07.824Z,2021-06-10T19:54:27.191Z,completed,completed normal,27.87707197,0.90746892,41.22530294,11462.88731,1427.630347,789.9342685,19535180.56,764,1869951.6,576.7950858,2094,26245419.44,1330,3049.825077,3009688.11,1334,1132536.51,119292.7
API Generated 2021-06-11 00:34:10 +0000,577c4a5f-1ea2-4a84-a266-aecdd5608389,2021-06-11T01:18:52.097Z,2021-06-11T01:33:38.689Z,completed,completed normal,20.06086149,0.994526619,47.22193203,30359.5075,985.6628434,798.6000392,20472630.56,764,1983529.06,531.5790669,2107,26196916.67,1343,1940.334603,3230898.99,1340,1240169.93,127433.15
API Generated 2021-06-11 06:13:14 +0000,81283e53-8e81-4036-8238-753372857360,2021-06-11T07:00:06.923Z,2021-06-11T07:14:28.404Z,completed,completed normal,29.56223735,0.140932738,40.59753666,5707.495415,773.0518509,318.7101013,19965638.89,765,1783829.96,1253.624778,2284,26247947.22,1519,8897.620389,2745667.34,1658,954637.39,121343.03
API Generated 2021-06-11 00:03:52 +0000,eb6a8bf9-674d-4add-b749-1734c1acd74f,2021-06-11T00:20:11.924Z,2021-06-11T00:35:28.380Z,completed,completed normal,28.07422556,0.713547623,48.95664255,30171.78371,1613.958382,834.737357,20240580.56,763,1989597.91,379.0084047,2139,26204313.89,1376,1058.620163,3285946.91,1343,1289149,125020.08
API Generated 2021-06-11 00:35:10 +0000,537c0811-a003-4348-896c-f1b30d9339cb,2021-06-11T01:19:28.797Z,2021-06-11T01:34:01.474Z,completed,completed normal,29.18552373,0.698566466,40.78525171,30987.30219,1606.874029,782.7217239,19766652.78,765,1901765.28,450.3112959,2087,26246183.33,1322,1626.295018,3083850.25,1340,1174884.97,120588.22
API Generated 2021-06-10 19:26:58 +0000,ad85ba43-2c80-4f68-9a14-d0d79119562a,2021-06-10T20:13:04.215Z,2021-06-10T20:27:53.205Z,completed,completed normal,26.13458541,0.333278572,47.27482965,34603.69095,1103.148071,229.7456745,20326613.89,765,1794376.46,1288.288594,2101,26198397.22,1336,10659.03195,2746408.55,1341,944832.09,125807.9
API Generated 2021-06-10 22:31:54 +0000,e1bc0283-d64e-45bb-a5f9-23f1d9c5cbb8,2021-06-10T23:18:15.775Z,2021-06-10T23:32:56.222Z,completed,completed normal,27.86002051,0.766340781,41.58101942,29855.99592,1544.295995,820.0578399,19485905.56,766,1866006.57,493.7196187,2092,26239613.89,1326,1819.135767,3019557.08,1340,1146350.51,118833.93
API Generated 2021-06-10 19:10:03 +0000,6147c509-44b4-4d45-bd51-727c30de5d68,2021-06-10T19:26:06.602Z,2021-06-10T19:41:52.479Z,completed,completed normal,28.565028,0.96211613,48.30948061,21993.85771,735.8737599,682.8538954,20234938.89,764,1898400.5,793.2235693,2150,26203619.44,1386,3149.001982,3070774.92,1345,1165174.42,124810.63
API Generated 2021-06-11 01:35:34 +0000,8082a76a-088c-4cb0-a23c-0b0b5268c566,2021-06-11T01:51:33.885Z,2021-06-11T02:07:27.065Z,completed,completed normal,24.3447137,0.912831746,48.94230243,31887.72292,1669.042364,814.3132747,20369313.89,766,2000605.09,361.8785885,2126,26196483.33,1360,1025.705739,3317117.59,1338,1309312.5,126612.53
API Generated 2021-06-11 04:40:31 +0000,386bdbd6-7dd1-449f-ac2f-332e09e142a9,2021-06-11T04:40:35.437Z,2021-06-11T04:56:29.882Z,completed,completed normal,22.00318176,0.644586627,40.48472526,25918.70596,484.2662893,223.4337532,19618702.78,764,1808068.32,1577.459916,2083,26251161.11,1319,11735.95377,2651716.64,1341,836448.31,120490.77
API Generated 2021-06-11 09:48:01 +0000,fc587bc0-5b8d-4cbf-aa9a-e1d052d5bf60,2021-06-11T10:33:46.835Z,2021-06-11T10:48:22.197Z,completed,completed normal,20.02260358,0.52489396,49.83803081,5420.852649,418.9132227,205.7232054,20446130.56,764,1814986.6,1886.484245,2146,26187538.89,1382,14925.91297,2704266.82,1337,882080.21,127575.29
API Generated 2021-06-11 01:51:54 +0000,4be98f17-1e33-439c-9f41-56f21c732a78,2021-06-11T02:37:35.737Z,2021-06-11T02:52:04.928Z,completed,completed normal,27.06483683,0.73549805,40.35152718,30113.33056,454.9700376,225.7147932,19463291.67,766,1789093.05,1604.606595,2068,26252030.56,1302,11635.84022,2629153.04,1336,832859.99,119056.67
API Generated 2021-06-10 17:38:10 +0000,5395459d-54ad-4d09-8ec9-2f0c75120935,2021-06-10T18:37:04.788Z,2021-06-10T18:51:34.998Z,completed,completed normal,28.73345775,0.398394042,40.24512362,16850.50554,1393.948014,600.5881233,19622933.33,763,1869907.73,719.3756495,2102,26254716.67,1339,4340.100746,2953479.52,1339,1076371.79,119543.12
API Generated 2021-06-11 03:22:42 +0000,6e169070-75aa-4b8a-91ff-bcea2268092b,2021-06-11T04:09:21.717Z,2021-06-11T04:25:15.056Z,completed,completed normal,24.93922285,0.803829773,49.54023403,6209.66201,647.6239686,218.812659,20342258.33,765,1778414.74,1569.366198,2111,26192841.67,1346,12846.70932,2681761.29,1338,896146.55,126338.03
API Generated 2021-06-10 17:38:10 +0000,8b0a583a-0a43-4ecf-9ba6-02b5215ba00f,2021-06-10T17:38:11.873Z,2021-06-10T17:54:38.988Z,completed,completed normal,24.5447398,0.381562642,48.2636239,36648.53401,996.2824825,764.8212912,20363452.78,764,1931625.53,722.5429312,2120,26189052.78,1356,2640.897941,3141173.9,1339,1202348.37,126434.07
API Generated 2021-06-11 01:35:34 +0000,54e5c568-15de-404d-bdd8-392bf6c9d6f7,2021-06-11T02:34:04.570Z,2021-06-11T02:48:34.878Z,completed,completed normal,20.09795622,0.390621967,48.36795847,39497.68209,1672.188454,836.6114003,20459147.22,766,2010107.55,334.375378,2146,26196983.33,1380,1008.936097,3322477.69,1337,1305170.14,127512.51
API Generated 2021-06-10 17:38:10 +0000,b4b03e63-f7ba-4967-9043-b4d4fd84f8cd,2021-06-10T18:09:04.090Z,2021-06-10T18:23:39.202Z,completed,completed normal,20.62234343,0.861892431,42.28096572,9167.162697,1428.953599,781.6449292,19703302.78,762,1888824.58,569.8230336,2074,26238205.56,1312,2848.199483,3046557.73,1341,1150533.15,121306.31
API Generated 2021-06-11 03:07:03 +0000,869c01ad-5ae2-4f01-8cfb-deb43cecdea5,2021-06-11T03:38:46.544Z,2021-06-11T03:54:41.400Z,completed,completed normal,20.22853938,0.194905633,48.99348899,28348.292,1648.000987,810.8006844,20449952.78,763,2000542.98,398.3691889,2154,26203280.56,1391,1165.214273,3314740.45,1336,1306997.47,127520.35
API Generated 2021-06-11 00:03:52 +0000,0cc1bf49-1c55-452f-8b1d-e1d39b3230f4,2021-06-11T00:03:56.360Z,2021-06-11T00:20:11.747Z,completed,completed normal,20.5046,0.427820207,48.11560234,38382.04109,1649.808607,820.2075017,20455866.67,762,2009217.02,382.0869635,2092,26190094.44,1330,1081.666433,3327371.61,1337,1310954.59,127500.94
API Generated 2021-06-11 03:07:03 +0000,2bbfabab-5cc2-4218-bf06-249b02a62de9,2021-06-11T03:39:21.224Z,2021-06-11T03:54:57.207Z,completed,completed normal,21.29671058,0.848046113,49.86747363,19327.34334,896.3984846,568.2246415,20421669.44,761,1825864.85,921.1842561,2114,26196116.67,1353,5085.570416,2910851.11,1343,1077786.26,127237.87
API Generated 2021-06-10 19:10:03 +0000,3b5e8bf0-6c46-45fb-8311-3be8b0547a19,2021-06-10T19:41:29.507Z,2021-06-10T19:56:25.242Z,completed,completed normal,22.00468152,0.448606879,40.59748401,31208.45697,674.8384403,247.7104555,19614958.33,764,1811571.14,1470.748412,2101,26248775,1337,10855.43527,2672610.84,1336,853839.7,120414.37
API Generated 2021-06-11 04:40:31 +0000,ca65ef33-46ef-4844-943c-7966cc878425,2021-06-11T05:12:40.727Z,2021-06-11T05:27:43.066Z,completed,completed normal,28.49274281,0.994526619,49.90862889,30520.22636,1616.575111,837.2155751,20208727.78,764,1986083.81,400.7769258,2138,26192780.56,1374,1129.247497,3293279.51,1340,1299995.7,124740.37
API Generated 2021-06-11 09:16:38 +0000,add4d981-10b3-4907-bf6a-55dd1940ce60,2021-06-11T09:32:14.272Z,2021-06-11T09:47:33.209Z,completed,completed normal,29.32029173,0.92690304,49.85821173,39296.20345,791.3315072,481.9576222,20214444.44,764,1714075.75,1257.995589,2149,26192097.22,1385,7237.080716,2695343.84,1340,974068.09,124719.36
API Generated 2021-06-10 17:38:10 +0000,d38334e5-9712-4952-b70e-4e50e22470ba,2021-06-10T17:54:46.477Z,2021-06-10T18:09:27.459Z,completed,completed normal,23.05774077,0.762124796,40.94637926,29307.0747,1275.09723,512.5467472,19580813.89,764,1859959.79,803.1542413,2092,26248344.44,1328,4473.881144,2886844.68,1341,1019684.89,120184.77
API Generated 2021-06-11 09:16:38 +0000,8fccd080-1298-4d38-bd07-8b7ace1e9ce3,2021-06-11T10:02:41.097Z,2021-06-11T10:17:15.255Z,completed,completed normal,21.31168199,0.621104161,40.19690205,23809.99563,542.6061051,211.1414728,19630075,765,1800142.95,1684.141692,2093,26243533.33,1328,12400.70163,2631051.15,1336,823708.21,120558.09
API Generated 2021-06-10 21:04:42 +0000,47a235af-eb7b-4618-b0e4-0431b9a64f0d,2021-06-10T21:50:28.594Z,2021-06-10T22:11:32.310Z,completed,completed normal,20.64571195,0.389724589,40.96342945,29862.5436,516.1123232,242.4522789,19634030.56,768,1815234.62,1429.134134,2081,26243950,1313,10626.08332,2679168.61,1335,856733.98,120659.11
API Generated 2021-06-11 04:40:31 +0000,83817081-2629-4b8b-835f-1ab0a29c6eca,2021-06-11T04:40:34.092Z,2021-06-11T04:57:28.932Z,completed,completed normal,29.8054984,0.994526619,49.90862889,35745.83713,1669.276384,837.2155751,20239491.67,762,1990035.85,349.2748908,2140,26187350,1378,995.0817822,3307694.47,1340,1310458.62,124852.79
API Generated 2021-06-10 19:10:03 +0000,f2765d11-7ba0-42c2-b9ae-23cf60c0bfa0,2021-06-10T19:57:24.793Z,2021-06-10T20:13:04.062Z,completed,completed normal,26.855502,0.994526619,49.90862889,31825.03746,1643.196197,837.2155751,20264227.78,763,1992142.58,367.6211967,2136,26176252.78,1373,994.9728199,3308694.58,1342,1309352,125432.27
API Generated 2021-06-11 03:07:03 +0000,b322047f-37ce-4d30-b3d8-3b3408fa047d,2021-06-11T03:22:35.927Z,2021-06-11T03:38:39.794Z,completed,completed normal,24.19830635,0.994526619,49.90862889,14703.46562,702.1339461,837.2155751,20357450,763,1953009.45,701.5282575,2149,26193919.44,1386,2268.275525,3175326.77,1343,1215117.32,126609.63
API Generated 2021-06-11 00:03:52 +0000,72bd80c1-9df1-41bc-935e-c6d5cca24883,2021-06-11T00:03:56.889Z,2021-06-11T00:20:05.507Z,completed,completed normal,20.13000214,0.703875676,45.91867992,29198.48002,429.5928616,237.5115472,20008661.11,763,1788121.5,1447.439092,2091,26211036.11,1328,10911.85217,2699442.9,1337,904121.4,124777.01
API Generated 2021-06-11 01:52:14 +0000,25241a83-c396-4031-8b6a-c9a92bc5493e,2021-06-11T02:48:35.014Z,2021-06-11T03:03:04.894Z,completed,completed normal,23.33985031,0.250663633,48.10856592,38570.63863,1138.721632,729.7153917,20405102.78,762,1949733.92,588.1712399,2118,26191205.56,1356,2460.518263,3181385.13,1343,1224451.21,126897.32
API Generated 2021-06-11 00:03:52 +0000,c62d2f6d-8437-4398-be19-99f947fe7eb5,2021-06-11T00:35:53.500Z,2021-06-11T00:50:36.329Z,completed,completed normal,28.92540755,0.141486426,40.48172229,5703.482778,426.2940824,289.1581687,19774400,765,1796489.2,1382.187516,2227,26256822.22,1462,10130.77413,2741490.12,1568,937800.92,120100.58
API Generated 2021-06-11 03:07:03 +0000,5a41142a-6aba-450d-97b7-013dda99d5fb,2021-06-11T03:54:22.126Z,2021-06-11T04:09:18.160Z,completed,completed normal,21.44922485,0.427191894,40.25176298,37465.86598,515.9204361,215.2427797,19639130.56,763,1795478.74,1693.599088,2086,26239422.22,1323,12370.83021,2622674.67,1339,819995.93,120665
API Generated 2021-06-10 17:38:10 +0000,8cbcc481-1eea-418c-a89c-5b87285e64b8,2021-06-10T18:24:32.009Z,2021-06-10T18:38:48.433Z,completed,completed normal,22.00468152,0.444725652,41.7917551,29658.99533,771.0429754,247.7104555,19610147.22,768,1808191,1378.752044,2094,26237602.78,1326,10230.59297,2679692.94,1341,864301.94,120398.54
API Generated 2021-06-10 22:31:54 +0000,aa0a103d-8ea4-4599-ae36-c26b855972e0,2021-06-10T22:31:59.191Z,2021-06-10T22:48:16.300Z,completed,completed normal,21.58767169,0.988553544,49.6781684,10701.7952,641.5361062,705.9833987,20420697.22,764,1897324.04,828.3699372,2138,26187575,1374,3248.44436,3059924.29,1343,1155400.26,127245.32
API Generated 2021-06-11 03:07:03 +0000,fe0ea3c5-8db2-45fc-b41a-f3e255d7a912,2021-06-11T03:38:08.312Z,2021-06-11T03:52:38.843Z,completed,completed normal,23.95196728,0.176846967,45.22211553,39103.53025,1020.290052,430.5743738,19619011.11,763,1826587.72,1001.659381,2127,26205394.44,1364,6261.901293,2788120.83,1335,954333.11,120684.66
API Generated 2021-06-11 09:16:38 +0000,1c0387db-5c6a-4bc5-a9c7-f0e72ebc183b,2021-06-11T10:03:19.641Z,2021-06-11T10:17:43.489Z,completed,completed normal,24.50871408,0.790976872,41.31751823,29667.6224,1665.001812,813.9066945,19534355.56,765,1870769.58,493.1173483,2087,26239355.56,1322,1817.040527,3008289.1,1341,1130319.51,119779.4
API Generated 2021-06-11 00:03:52 +0000,c689b7a6-372c-4cc3-a1d6-9adb2af2029e,2021-06-11T00:19:50.193Z,2021-06-11T00:35:44.976Z,completed,completed normal,29.26054949,0.850003365,49.67266281,23787.0395,418.7988022,639.9852734,20197955.56,764,1763402.29,1103.457479,2138,26196808.33,1374,5742.005085,2804611.82,1341,1034009.53,124661.26
API Generated 2021-06-11 06:13:14 +0000,69fbf28f-1e89-4ad9-b53b-45501ec3fd8d,2021-06-11T06:29:12.497Z,2021-06-11T06:44:09.803Z,completed,completed normal,25.98971758,0.635271963,40.45467524,34915.5354,1502.654956,794.4993213,19508669.44,763,1866512.44,541.2983841,2087,26248422.22,1324,2099.756077,2992355.14,1339,1118642.69,119369.74
API Generated 2021-06-11 04:57:36 +0000,bce97d37-70a4-4226-a574-b3481cca3b7c,2021-06-11T05:55:01.278Z,2021-06-11T06:09:15.502Z,completed,completed normal,21.0152687,0.992861827,40.26268732,37476.60259,1660.217859,233.1342531,19639641.67,765,1844199.83,1103.542511,2089,26249550,1324,8614.004097,2777543.96,1342,926144.12,120634.38
API Generated 2021-06-11 01:35:34 +0000,533f9402-b9f2-4e45-a661-df4d968f872b,2021-06-11T01:51:35.041Z,2021-06-11T02:06:19.450Z,completed,completed normal,21.17959213,0.70967561,40.53263844,19518.91481,482.0131729,221.3753685,19629027.78,763,1787676.98,1697.194768,2098,26254450,1335,12204.88928,2614164.86,1336,819287.88,120546.21
API Generated 2021-06-11 05:11:50 +0000,396305af-a7ad-4602-aeaf-0a7dcd0d9121,2021-06-11T05:56:48.009Z,2021-06-11T06:11:58.613Z,completed,completed normal,28.18946726,0.965217954,49.90862889,32210.02391,1657.035909,795.6772886,20216769.44,764,1986720.48,397.3741891,2158,26190113.89,1394,1151.060248,3293972.44,1337,1300051.95,124959.08
API Generated 2021-06-11 06:13:14 +0000,ff668258-758b-43a3-b6cf-f82d59e04e53,2021-06-11T06:29:50.771Z,2021-06-11T06:45:24.396Z,completed,completed normal,29.91716112,0.633715167,40.40936541,36697.07102,451.6958139,342.5615523,20092175,766,1755460.11,1163.454547,2078,26250461.11,1312,7976.801279,2690050.93,1336,927390.82,123308.35
API Generated 2021-06-11 08:16:54 +0000,10fe3ba4-11f8-4fae-8cb1-db4644ea14e2,2021-06-11T09:01:06.359Z,2021-06-11T09:16:05.178Z,completed,completed normal,28.88843953,0.939985929,49.70696305,39413.06622,697.0152857,362.1930555,20216905.56,765,1710812.3,1423.956229,2124,26195919.44,1359,9722.422111,2636538.94,1338,918526.64,124737.52
API Generated 2021-06-11 00:03:52 +0000,26c70aa7-cab1-446e-99cc-6c1c817df3cf,2021-06-11T00:03:52.694Z,2021-06-11T00:19:26.444Z,completed,completed normal,27.30299967,0.994526619,49.90862889,29822.76721,1631.523786,837.2155751,20248494.44,766,1989417.99,376.830428,2153,26187402.78,1387,1046.612111,3301858.89,1342,1305240.9,125348.21
API Generated 2021-06-11 06:44:52 +0000,16fdebb6-60fc-4427-9060-29c1458afb94,2021-06-11T07:29:36.101Z,2021-06-11T07:44:33.743Z,completed,completed normal,20.14712429,0.569476045,49.82954133,10070.96937,428.8770399,221.3157258,20440750,764,1796687.17,1714.299361,2118,26190186.11,1354,13563.58164,2695263.64,1338,891376.47,127449.03
API Generated 2021-06-11 08:16:44 +0000,bc6d8bcc-8dce-4b37-8660-8ceda6497e6a,2021-06-11T09:00:59.393Z,2021-06-11T09:15:48.749Z,completed,completed normal,29.61688094,0.245304394,49.39575506,27583.2674,541.4609545,285.4464014,20199150,763,1742924.08,1528.802981,2128,26201066.67,1365,11210.84896,2657613.3,1341,907489.21,124700.16
API Generated 2021-06-10 17:38:10 +0000,eb05822f-21f3-4a34-be9c-265483045aa6,2021-06-10T18:10:23.000Z,2021-06-10T18:24:53.412Z,completed,completed normal,29.17107831,0.593787451,46.04052474,39554.24239,450.4861519,506.2079382,19966616.67,765,1790529.24,999.084708,2100,26215769.44,1335,6526.169047,2775210.87,1337,977481.63,123355.56
API Generated 2021-06-11 06:13:14 +0000,51c812ab-41ca-42d0-8d86-030008ce9fed,2021-06-11T06:13:16.858Z,2021-06-11T06:30:01.380Z,completed,completed normal,29.04933112,0.900810626,49.61409396,39503.94834,966.6563349,613.9098811,20219386.11,764,1884934.85,679.9624129,2136,26192794.44,1372,3293.388817,3060345.34,1340,1168210.49,124765.77
API Generated 2021-06-11 08:16:54 +0000,e358476c-ab05-4a39-830b-7ede9a0ff52b,2021-06-11T09:01:25.082Z,2021-06-11T09:16:06.744Z,completed,completed normal,20.10507323,0.713130289,45.05867853,37941.42026,428.2407636,824.1469734,19901938.89,766,1916099.01,695.7839067,2096,26212527.78,1330,2923.832944,3044847.88,1340,1121548.87,123439.91
API Generated 2021-06-11 03:23:22 +0000,af8f90c2-f678-4950-abee-9c848f50e0b8,2021-06-11T04:09:27.254Z,2021-06-11T04:24:56.288Z,completed,completed normal,29.34867731,0.756358556,49.80429965,19601.47505,773.3789109,771.9386899,20196150,766,1926927.93,652.0958041,2139,26199838.89,1373,2515.052808,3140998.5,1337,1206870.57,124536.55
API Generated 2021-06-10 20:48:13 +0000,780b1100-4e65-4f49-a50c-928149d519b2,2021-06-10T21:04:33.183Z,2021-06-10T21:20:02.684Z,completed,completed normal,21.47814893,0.652386073,40.67808973,8446.764793,460.3371811,253.9233037,19717733.33,763,1824023.74,1581.168509,2091,26228352.78,1328,12135.94604,2721650.4,1341,890426.66,121453.76
API Generated 2021-06-11 06:45:32 +0000,83f6f0e8-0616-4e92-901e-2287d695dddd,2021-06-11T07:29:52.182Z,2021-06-11T07:44:52.516Z,completed,completed normal,20.03146906,0.570229316,47.74566068,33502.56773,1660.267929,810.327081,20469222.22,765,2011072.78,334.4248598,2106,26189586.11,1341,1014.78705,3343192.47,1338,1324919.68,127455.13
API Generated 2021-06-11 07:45:31 +0000,a4c943db-8cea-4e7f-89a7-608b30682c6f,2021-06-11T08:31:16.912Z,2021-06-11T08:45:36.750Z,completed,completed normal,21.81867568,0.336043061,40.63838735,25683.01438,528.6946266,210.8292366,19628866.67,765,1796631.97,1632.374548,2096,26243200,1331,11937.71695,2630371.85,1335,826539.88,120534.62
API Generated 2021-06-10 17:38:10 +0000,27e6571b-febc-443f-9aed-3a58f21f1ac3,2021-06-10T18:09:05.735Z,2021-06-10T18:24:31.871Z,completed,completed normal,25.10529088,0.207116042,42.03560432,5809.35488,601.0500891,588.4824624,19751038.89,766,1809156.95,1056.343399,2172,26230822.22,1406,6537.150841,2859106.95,1479,1042750,121234.86
API Generated 2021-06-10 17:53:45 +0000,152da64a-43e0-4147-8620-45394e3745e5,2021-06-10T18:38:48.563Z,2021-06-10T18:53:36.529Z,completed,completed normal,20.66989576,0.522915949,49.57314949,9720.615775,517.5273922,390.7103705,20443208.33,765,1736326.01,1408.053585,2139,26192569.44,1374,9259.891397,2673543.47,1340,930017.45,127423.97
API Generated 2021-06-10 20:48:13 +0000,bc2d0757-3fb7-4d36-b488-9fa2ae153db1,2021-06-10T21:04:33.847Z,2021-06-10T21:19:56.889Z,completed,completed normal,27.29530888,0.717899854,41.61932317,27020.54179,1631.423039,784.2481388,19461597.22,765,1863803.69,493.7976555,2099,26240286.11,1334,1819.945511,3014111.96,1340,1143108.27,118993.24
API Generated 2021-06-11 03:07:03 +0000,f0513da8-0da1-45b1-8800-6d3891ed23a5,2021-06-11T03:54:57.386Z,2021-06-11T04:09:57.393Z,completed,completed normal,21.95751485,0.127805118,40.39513782,6039.332206,509.6289139,209.0144441,19813977.78,766,1815528.6,1681.942121,2228,26240383.33,1462,13007.03204,2727272.55,1563,904543.95,121472.07
API Generated 2021-06-10 21:20:06 +0000,8880118f-ac26-4793-bf95-eb0093c2f8b0,2021-06-10T22:11:55.959Z,2021-06-10T22:26:45.219Z,completed,completed normal,28.92044176,0.949897484,49.84246465,37578.79367,1667.565437,222.6940018,20214766.67,762,1784024.89,1201.296036,2141,26195147.22,1379,10378.53552,2753240.63,1341,962015.73,124809.4
API Generated 2021-06-10 22:31:54 +0000,9a4fdfc9-8d33-4367-9e33-7cb293aefc4d,2021-06-10T23:03:54.315Z,2021-06-10T23:18:26.076Z,completed,completed normal,21.17959213,0.644586627,40.35668941,29114.55344,484.2662893,220.2917711,19629822.22,763,1794917.5,1695.215972,2070,26269277.78,1307,12353.72308,2622469.3,1342,820351.8,120562.62
API Generated 2021-06-11 04:57:11 +0000,f8c51edc-b4f2-4a7b-8563-43fb68d47914,2021-06-11T05:42:00.322Z,2021-06-11T05:56:50.189Z,completed,completed normal,20.77826265,0.659812445,47.0933033,39486.97253,1287.086296,783.0280472,20459211.11,762,1995315.16,480.3053745,2097,26199730.56,1335,1766.648166,3257790.18,1339,1255275.03,127357.81
API Generated 2021-06-10 20:48:13 +0000,85c5b720-04bc-46d0-9005-008f259ecc9d,2021-06-10T21:20:23.840Z,2021-06-10T21:35:09.798Z,completed,completed normal,25.46102797,0.272580879,42.44205003,23890.15525,958.7159557,666.1596991,19492647.22,763,1856168.03,764.9606796,2079,26240713.89,1316,3640.822627,2910342.14,1337,1046974.11,119443.48
API Generated 2021-06-10 21:20:16 +0000,086bd688-fd0b-4b08-8b0c-6b076d079df5,2021-06-10T22:12:16.017Z,2021-06-10T22:26:53.601Z,completed,completed normal,24.10232896,0.993893821,49.90862889,32031.01462,572.7332487,654.8857022,20365275,765,1863410.76,927.8867591,2137,26201269.44,1372,4109.626938,2987281.2,1336,1116670.43,126549.6
API Generated 2021-06-10 21:20:26 +0000,3501e460-b718-4ca3-a10c-307688ebcf7a,2021-06-10T22:12:17.363Z,2021-06-10T22:26:54.136Z,completed,completed normal,21.38770084,0.500694075,48.81840256,27204.68346,1483.059743,818.9033173,20434197.22,763,2006584.92,401.3015855,2139,26184538.89,1376,1178.431394,3318059.55,1340,1304274.63,127300.34
API Generated 2021-06-11 03:07:03 +0000,3c55f50f-bc40-40a4-b49c-8fbba05ab4cb,2021-06-11T03:07:08.064Z,2021-06-11T03:23:49.010Z,completed,completed normal,21.36296332,0.687626017,40.49899445,25922.43642,483.7721332,247.7227796,19626700,766,1782636.76,1644.898092,2077,26246619.44,1311,11702.64901,2614295.31,1337,824458.56,120617.69
API Generated 2021-06-10 22:31:54 +0000,b66ed899-2680-45bd-8626-71d3e253eee5,2021-06-10T23:03:51.566Z,2021-06-10T23:18:53.742Z,completed,completed normal,25.81233708,0.994008103,49.77422399,27743.07615,1670.032763,837.1903439,20308338.89,766,1996328.29,345.712658,2127,26195322.22,1361,996.2465793,3315234.29,1341,1311706,126062.39
API Generated 2021-06-11 01:35:34 +0000,c4fe4b75-9993-4511-816f-8ad35702bcf3,2021-06-11T02:21:32.539Z,2021-06-11T02:36:54.989Z,completed,completed normal,29.94342611,0.613994461,40.24353382,36852.44551,1664.928385,788.3043706,20092666.67,767,1942343.15,398.1207533,2079,26247500,1312,1589.277083,3163253.96,1336,1213710.8,123311.58
API Generated 2021-06-11 04:40:31 +0000,495e4e43-95ea-4220-a64a-a17bfec16437,2021-06-11T05:11:17.222Z,2021-06-11T05:25:59.673Z,completed,completed normal,20.59404819,0.426154012,40.42077601,11324.55799,495.9968461,247.1258524,19680319.44,765,1831813.44,1656.858224,2065,26251213.89,1300,11774.25693,2716483.26,1336,877469.82,120857.46
API Generated 2021-06-11 09:16:38 +0000,48038c14-4907-45da-a999-3bc9d2112dec,2021-06-11T09:16:41.888Z,2021-06-11T09:32:14.128Z,completed,completed normal,20.78920685,0.564227827,40.47714498,30323.26763,573.2713082,211.492168,19642525,766,1798387.31,1666.660932,2057,26253816.67,1291,12206.26863,2629979.78,1337,824392.47,120643.29
API Generated 2021-06-11 09:16:38 +0000,ba33168e-37c8-4939-aef1-fe3ab4c75629,2021-06-11T09:48:07.982Z,2021-06-11T10:03:48.554Z,completed,completed normal,27.37911759,0.913920036,41.27278244,36383.1068,671.2880034,210.1888989,19464800,763,1787192.75,1602.445479,2089,26244905.56,1326,11788.42817,2628461.46,1340,834068.71,118949.98
API Generated 2021-06-10 17:38:10 +0000,4106fdf1-6481-4a52-a772-fb79b261d170,2021-06-10T18:09:59.311Z,2021-06-10T18:24:52.123Z,completed,completed normal,26.65347208,0.703940071,49.31337639,10455.35989,1344.6917,533.6208792,20282811.11,763,1912923.95,659.2828823,2130,26207997.22,1367,3334.564641,3099913.08,1341,1179789.14,125652.95
API Generated 2021-06-10 18:08:38 +0000,3057ae97-3fe5-4dfd-b79d-d55c9bada909,2021-06-10T18:53:48.941Z,2021-06-10T19:08:32.176Z,completed,completed normal,29.03263968,0.825444366,45.24438483,28304.3321,1234.815052,484.9034535,19870555.56,764,1844329.45,769.1325186,2114,26205213.89,1350,4753.249148,2887022.69,1341,1035493.24,121966.84
API Generated 2021-06-11 06:13:14 +0000,437d4605-aa9e-4034-9ffb-ac686cde93e3,2021-06-11T06:29:11.438Z,2021-06-11T06:45:07.427Z,completed,completed normal,20.25045859,0.470486735,47.70601495,39454.41449,1350.288123,729.1179123,20472158.33,764,1981455.6,508.3895425,2098,26197461.11,1334,1966.856747,3250810.64,1338,1262155.04,127527.55
API Generated 2021-06-11 06:13:14 +0000,a916cc39-63ab-4bde-b4b0-d0f8487def4b,2021-06-11T06:30:00.455Z,2021-06-11T06:45:25.418Z,completed,completed normal,20.08559242,0.811208083,40.47737549,9420.90444,492.2708429,205.0364096,19713888.89,767,1832635.47,1741.265454,2063,26250741.67,1296,12857.30855,2719207.64,1336,879372.17,121293.72
API Generated 2021-06-10 19:26:07 +0000,ca40a141-2514-4012-8e9f-998e528e077f,2021-06-10T20:11:07.837Z,2021-06-10T20:26:20.188Z,completed,completed normal,27.02688968,0.712788531,48.57737088,5194.019491,758.4101335,648.7621168,20268869.44,763,1842505.53,904.7391842,2130,26186111.11,1367,3922.891471,2972916.15,1342,1123210.61,125406.87
